Row ID,Order ID,Order Date,Year,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Product Name,Total Discount,Average Sales
8796,CA-2011-162992,40896,40896,40898,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10002085,Technology,Phones,211.168,4,0.2,15.8376,Clarity 53712,,
1432,CA-2011-120768,40896,40896,40898,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,OFF-BI-10001191,Office Supplies,Binders,152.76,6,0,74.8524,Canvas Sectional Post Binders,,
9524,CA-2011-169446,40896,40896,40902,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10000419,Office Supplies,Storage,32.592,3,0.2,-7.7406,"Rogers Jumbo File, Granite",,
8794,CA-2011-162992,40896,40896,40898,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,OFF-FA-10004248,Office Supplies,Fasteners,22.55,5,0,8.7945,Advantus T-Pin Paper Clips,,
9523,CA-2011-169446,40896,40896,40902,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10000295,Office Supplies,Paper,15.552,3,0.2,5.4432,Xerox 229,,
8793,CA-2011-162992,40896,40896,40898,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,OFF-LA-10001934,Office Supplies,Labels,14.62,2,0,6.8714,Avery 516,,
1433,CA-2011-120768,40896,40896,40898,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,OFF-SU-10004115,Office Supplies,Supplies,7.27,1,0,1.9629,Acme Stainless Steel Office Snips,,
435,US-2011-150574,40896,40896,40902,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10000773,Office Supplies,Binders,4.812,2,0.7,-3.6892,Insertable Tab Post Binder Dividers,,
1156,CA-2011-136567,40897,40897,40898,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10001932,Furniture,Tables,2244.48,7,0,493.7856,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",,
4284,CA-2011-103100,40897,40897,40900,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10004600,Office Supplies,Binders,1103.97,3,0,496.7865,Ibico Ibimaster 300 Manual Binding System,,
3321,CA-2011-134551,40897,40897,40902,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,South,FUR-CH-10004287,Furniture,Chairs,662.88,3,0.2,74.574,SAFCO Arco Folding Chair,,
3643,CA-2011-156594,40897,40897,40900,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004632,Office Supplies,Binders,487.984,2,0.2,152.495,Ibico Hi-Tech Manual Binding System,,
1158,CA-2011-136567,40897,40897,40898,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10000617,Furniture,Tables,455.1,2,0,100.122,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",,
3859,CA-2011-140816,40897,40897,40897,Same Day,TC-21295,Toby Carlisle,Consumer,United States,Thornton,Colorado,80229,West,TEC-AC-10001539,Technology,Accessories,447.944,7,0.2,89.5888,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,,
4692,CA-2011-138681,40897,40897,40899,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,FUR-CH-10004860,Furniture,Chairs,242.352,3,0.2,-42.4116,Global Low Back Tilter Chair,,
4693,CA-2011-138681,40897,40897,40899,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10000357,Office Supplies,Paper,221.92,5,0.2,77.672,Xerox 1888,,
7339,CA-2011-163412,40897,40897,40900,Second Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10035,East,FUR-CH-10004875,Furniture,Chairs,192.186,3,0.1,36.3018,Harbour Creations 67200 Series Stacking Chairs,,
4419,CA-2011-160157,40897,40897,40904,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,Hamilton,Ohio,45011,East,FUR-FU-10003773,Furniture,Furnishings,190.848,3,0.2,-21.4704,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,,
3646,CA-2011-156594,40897,40897,40900,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10003007,Office Supplies,Binders,155.12,5,0.2,50.414,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",,
1155,CA-2011-136567,40897,40897,40898,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,OFF-ST-10004337,Office Supplies,Storage,122.48,2,0,0,"SAFCO Commercial Wire Shelving, 72h",,
4691,CA-2011-138681,40897,40897,40899,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,TEC-AC-10003628,Technology,Accessories,71.976,3,0.2,21.5928,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,,
6108,CA-2011-120852,40897,40897,40902,Standard Class,WB-21850,William Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,TEC-AC-10004510,Technology,Accessories,65.44,5,0.2,-8.18,Logitech Desktop MK120 Mouse and keyboard Combo,,
1157,CA-2011-136567,40897,40897,40898,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,OFF-BI-10003982,Office Supplies,Binders,62.31,3,0,29.2857,Wilson Jones Century Plastic Molded Ring Binders,,
4690,CA-2011-138681,40897,40897,40899,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,FUR-FU-10001876,Furniture,Furnishings,51.968,2,0.2,10.3936,"Computer Room Manger, 14""",,
3644,CA-2011-156594,40897,40897,40900,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10001725,Office Supplies,Art,47.3,2,0,12.298,Boston Home & Office Model 2000 Electric Pencil Sharpeners,,
3320,CA-2011-134551,40897,40897,40902,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,South,OFF-AP-10004868,Office Supplies,Appliances,43.512,7,0.2,3.8073,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,,
3150,US-2011-109036,40897,40897,40902,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10002043,Office Supplies,Labels,31.05,3,0,14.904,Avery 489,,
3322,CA-2011-134551,40897,40897,40902,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,South,OFF-PA-10002689,Office Supplies,Paper,25.92,5,0.2,9.072,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),,
6107,CA-2011-120852,40897,40897,40902,Standard Class,WB-21850,William Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-AP-10001563,Office Supplies,Appliances,19.432,2,0.8,-49.5516,Belkin Premiere Surge Master II 8-outlet surge protector,,
4694,CA-2011-138681,40897,40897,40899,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10003270,Office Supplies,Paper,8.448,2,0.2,2.64,Xerox 1954,,
3645,CA-2011-156594,40897,40897,40900,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10004269,Office Supplies,Art,4.13,1,0,1.1564,Newell 31,,
4283,CA-2011-103100,40897,40897,40900,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-LA-10003720,Office Supplies,Labels,3.69,1,0,1.7343,Avery 487,,
5639,CA-2011-154893,40898,40898,40904,Standard Class,GM-14440,Gary McGarr,Consumer,United States,San Diego,California,92024,West,FUR-CH-10004287,Furniture,Chairs,1325.76,6,0.2,149.148,SAFCO Arco Folding Chair,,
5640,CA-2011-154893,40898,40898,40904,Standard Class,GM-14440,Gary McGarr,Consumer,United States,San Diego,California,92024,West,FUR-CH-10000595,Furniture,Chairs,572.16,3,0.2,35.76,Safco Contoured Stacking Chairs,,
6243,CA-2011-134621,40898,40898,40905,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Columbia,Tennessee,38401,South,OFF-BI-10000977,Office Supplies,Binders,18.24,2,0.7,-14.592,Ibico Plastic Spiral Binding Combs,,
9465,CA-2011-109127,40898,40898,40902,Standard Class,JC-15775,John Castell,Consumer,United States,Newark,Delaware,19711,East,OFF-LA-10004409,Office Supplies,Labels,17.28,6,0,7.9488,Avery 492,,
9724,CA-2011-101364,40899,40899,40903,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,New York City,New York,10011,East,OFF-BI-10003984,Office Supplies,Binders,296.712,13,0.2,100.1403,Lock-Up Easel 'Spel-Binder',,
6529,CA-2011-146864,40899,40899,40903,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,New York City,New York,10024,East,OFF-ST-10004946,Office Supplies,Storage,216.4,4,0,56.264,Desktop 3-Pocket Hot File,,
6915,CA-2011-142510,40899,40899,40906,Standard Class,NP-18700,Nora Preis,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10000585,Office Supplies,Storage,132.16,1,0.2,9.912,Economy Rollaway Files,,
6917,CA-2011-142510,40899,40899,40906,Standard Class,NP-18700,Nora Preis,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10001289,Office Supplies,Paper,124.032,4,0.2,44.9616,White Computer Printout Paper by Universal,,
6916,CA-2011-142510,40899,40899,40906,Standard Class,NP-18700,Nora Preis,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002824,Office Supplies,Binders,17.904,6,0.8,-31.332,Recycled Easel Ring Binders,,
6146,CA-2011-133543,40899,40899,40903,Standard Class,KM-16660,Khloe Miller,Consumer,United States,San Jose,California,95123,West,OFF-AR-10003394,Office Supplies,Art,11.76,4,0,3.1752,Newell 332,,
9382,CA-2011-154158,40900,40900,40904,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,OFF-ST-10000078,Office Supplies,Storage,424.272,2,0.2,-10.6068,Tennsco 6- and 18-Compartment Lockers,,
3213,CA-2011-142314,40900,40900,40905,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Richmond,Indiana,47374,Central,OFF-AP-10002350,Office Supplies,Appliances,207.24,11,0,58.0272,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,,
9384,CA-2011-154158,40900,40900,40904,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,OFF-ST-10004950,Office Supplies,Storage,83.92,5,0.2,-1.049,Acco Perma 3000 Stacking Storage Drawers,,
9381,CA-2011-154158,40900,40900,40904,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,FUR-CH-10004698,Furniture,Chairs,64.784,1,0.2,6.4784,"Padded Folding Chairs, Black, 4/Carton",,
3981,CA-2011-114517,40900,40900,40904,Standard Class,TH-21235,Tiffany House,Corporate,United States,New York City,New York,10024,East,OFF-AP-10002350,Office Supplies,Appliances,56.52,3,0,15.8256,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,,
3980,CA-2011-114517,40900,40900,40904,Standard Class,TH-21235,Tiffany House,Corporate,United States,New York City,New York,10024,East,FUR-TA-10001676,Furniture,Tables,53.316,2,0.4,-19.5492,Hon 61000 Series Interactive Training Tables,,
9380,CA-2011-154158,40900,40900,40904,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,OFF-PA-10001295,Office Supplies,Paper,45.528,3,0.2,15.9348,Computer Printout Paper with Letter-Trim Perforations,,
7005,CA-2011-126333,40900,40900,40905,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Port Arthur,Texas,77642,Central,OFF-PA-10000223,Office Supplies,Paper,5.184,1,0.2,1.8144,Xerox 2000,,
9383,CA-2011-154158,40900,40900,40904,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,OFF-AR-10001868,Office Supplies,Art,1.344,1,0.2,0.504,Prang Dustless Chalk Sticks,,
4507,US-2011-138247,40901,40901,40906,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10001530,Technology,Phones,818.376,3,0.2,51.1485,Cisco Unified IP Phone 7945G VoIP phone,,
4505,US-2011-138247,40901,40901,40906,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,OFF-AP-10000828,Office Supplies,Appliances,361.96,2,0,101.3488,Avanti 4.4 Cu. Ft. Refrigerator,,
1268,US-2011-167738,40901,40901,40906,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10001146,Furniture,Chairs,292.272,6,0.2,18.267,"Global Value Mid-Back Manager's Chair, Gray",,
4504,US-2011-138247,40901,40901,40906,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10000213,Technology,Phones,173.656,7,0.2,17.3656,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,,
1267,US-2011-167738,40901,40901,40906,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10003306,Office Supplies,Storage,142.86,1,0,41.4294,Letter Size Cart,,
4506,US-2011-138247,40901,40901,40906,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,TEC-AC-10004708,Technology,Accessories,62.85,3,0,13.1985,Sony 32GB Class 10 Micro SDHC R40 Memory Card,,
669,CA-2011-156314,40901,40901,40903,First Class,RP-19390,Resi Pölking,Consumer,United States,Cleveland,Ohio,44105,East,FUR-FU-10003096,Furniture,Furnishings,30.36,5,0.2,8.7285,"Master Giant Foot Doorstop, Safety Yellow",,
4509,US-2011-138247,40901,40901,40906,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10002554,Furniture,Furnishings,23.99,1,0,5.5177,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",,
4508,US-2011-138247,40901,40901,40906,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,OFF-ST-10002301,Office Supplies,Storage,20.34,1,0,0.2034,Tennsco Commercial Shelving,,
8949,CA-2011-132913,40901,40901,40903,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,San Diego,California,92037,West,OFF-AP-10003278,Office Supplies,Appliances,13.97,1,0,3.6322,Belkin 7-Outlet SurgeMaster Home Series,,
403,CA-2011-113166,40901,40901,40903,First Class,LF-17185,Luke Foster,Consumer,United States,Miami,Florida,33180,South,OFF-PA-10001947,Office Supplies,Paper,9.568,2,0.2,3.4684,Xerox 1974,,
125,US-2011-152030,40903,40903,40905,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004063,Furniture,Chairs,600.558,3,0.3,-8.5794,Global Deluxe High-Back Manager's Chair,,
294,CA-2011-111451,40903,40903,40905,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10004091,Furniture,Furnishings,300.416,8,0.2,78.8592,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",,
295,CA-2011-111451,40903,40903,40905,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-CH-10001891,Furniture,Chairs,230.352,3,0.2,20.1558,Global Deluxe Office Fabric Chairs,,
4819,CA-2011-139598,40903,40903,40908,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10001370,Office Supplies,Storage,227.136,4,0.2,-42.588,Sensible Storage WireTech Storage Systems,,
296,CA-2011-111451,40903,40903,40905,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10002918,Furniture,Furnishings,218.352,3,0.2,-24.5646,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,,
7344,CA-2011-168473,40903,40903,40909,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,New York City,New York,10009,East,OFF-ST-10000563,Office Supplies,Storage,191.88,6,0,19.188,Fellowes Bankers Box Stor/Drawer Steel Plus,,
4818,CA-2011-139598,40903,40903,40908,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10003287,Office Supplies,Appliances,81.552,2,0.2,8.1552,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,,
297,CA-2011-111451,40903,40903,40905,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10004593,Office Supplies,Binders,78.6,5,0.7,-62.88,Ibico Laser Imprintable Binding System Covers,,
4817,CA-2011-139598,40903,40903,40908,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002998,Office Supplies,Appliances,34.656,2,0.2,5.6316,Holmes 99% HEPA Air Purifier,,
298,CA-2011-111451,40903,40903,40905,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-FA-10004854,Office Supplies,Fasteners,27.552,3,0.2,9.2988,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",,
4816,CA-2011-139598,40903,40903,40908,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10004569,Office Supplies,Paper,18.264,3,0.2,6.1641,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",,
3293,CA-2011-106264,40903,40903,40907,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,OFF-SU-10002189,Office Supplies,Supplies,11.91,3,0,0.1191,Acme Rosewood Handle Letter Opener,,
622,US-2011-111171,40903,40903,40908,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10002103,Office Supplies,Binders,8.69,5,0.8,-14.773,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",,
8690,CA-2011-101427,40903,40903,40907,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10002257,Office Supplies,Art,8.016,3,0.2,1.1022,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",,
3294,CA-2011-106264,40903,40903,40907,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,FUR-FU-10001852,Furniture,Furnishings,3.48,2,0,1.1136,"Eldon Regeneration Recycled Desk Accessories, Smoke",,
9232,CA-2011-148383,40904,40904,40908,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10003650,Office Supplies,Binders,946.764,6,0.7,-694.2936,GBC DocuBind 300 Electric Binding Machine,,
6132,CA-2011-163447,40904,40904,40908,Standard Class,TB-21190,Thomas Brumley,Home Office,United States,New York City,New York,10011,East,FUR-CH-10004477,Furniture,Chairs,767.214,14,0.1,161.9674,"Global Push Button Manager's Chair, Indigo",,
8339,CA-2011-153087,40904,40904,40911,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Decatur,Alabama,35601,South,TEC-AC-10003198,Technology,Accessories,498,5,0,184.26,Enermax Acrylux Wireless Keyboard,,
4553,US-2011-106334,40904,40904,40910,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10004886,Furniture,Chairs,230.28,3,0.2,23.028,Bevis Steel Folding Chairs,,
8671,US-2011-159611,40904,40904,40909,Second Class,KB-16315,Karl Braun,Consumer,United States,Cleveland,Ohio,44105,East,FUR-FU-10004904,Furniture,Furnishings,182.352,3,0.2,-18.2352,"Eldon ""L"" Workstation Diamond Chairmat",,
8672,US-2011-159611,40904,40904,40909,Second Class,KB-16315,Karl Braun,Consumer,United States,Cleveland,Ohio,44105,East,OFF-ST-10002790,Office Supplies,Storage,118.16,2,0.2,-25.109,Safco Industrial Shelving,,
7778,CA-2011-166961,40904,40904,40908,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,92553,West,OFF-ST-10004507,Office Supplies,Storage,51.45,3,0,13.8915,Advantus Rolling Storage Box,,
7779,CA-2011-166961,40904,40904,40908,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,92553,West,OFF-BI-10002353,Office Supplies,Binders,37.056,3,0.2,13.896,GBC VeloBind Cover Sets,,
2967,CA-2011-162866,40904,40904,40908,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076,Central,FUR-FU-10001473,Furniture,Furnishings,32.952,6,0.6,-19.7712,DAX Wood Document Frame,,
2968,CA-2011-162866,40904,40904,40908,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076,Central,OFF-ST-10002562,Office Supplies,Storage,30.016,4,0.2,3.0016,Staples,,
8338,CA-2011-153087,40904,40904,40911,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Decatur,Alabama,35601,South,OFF-PA-10001243,Office Supplies,Paper,23.92,4,0,11.7208,Xerox 1983,,
4554,US-2011-106334,40904,40904,40910,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10003657,Office Supplies,Paper,12.84,3,0,5.778,Xerox 1927,,
1177,CA-2011-120243,40904,40904,40907,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90004,West,OFF-LA-10004425,Office Supplies,Labels,11.56,4,0,5.4332,Staples,,
7776,CA-2011-166961,40904,40904,40908,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,92553,West,OFF-AP-10001366,Office Supplies,Appliances,10.98,1,0,2.9646,Staples,,
7777,CA-2011-166961,40904,40904,40908,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,92553,West,OFF-FA-10003485,Office Supplies,Fasteners,7.86,3,0,3.6156,Staples,,
8372,CA-2011-165393,40904,40904,40907,First Class,NC-18415,Nathan Cano,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-BI-10001658,Office Supplies,Binders,4.984,1,0.8,-8.4728,GBC Standard Therm-A-Bind Covers,,
6296,CA-2011-141313,40905,40905,40909,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915,East,OFF-AP-10002651,Office Supplies,Appliances,1737.18,6,0,503.7822,Hoover Upright Vacuum With Dirt Cup,,
9943,CA-2011-143371,40905,40905,40911,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Anaheim,California,92804,West,OFF-ST-10001128,Office Supplies,Storage,998.82,9,0,29.9646,"Carina Mini System Audio Rack, Model AR050B",,
6297,CA-2011-141313,40905,40905,40909,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915,East,OFF-ST-10000689,Office Supplies,Storage,704.25,5,0,84.51,"Fellowes Strictly Business Drawer File, Letter/Legal Size",,
6298,CA-2011-141313,40905,40905,40909,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915,East,OFF-PA-10003302,Office Supplies,Paper,141.76,4,0,66.6272,Xerox 1906,,
317,CA-2011-164259,40905,40905,40907,First Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003373,Office Supplies,Art,99.136,4,0.2,8.6744,"Boston School Pro Electric Pencil Sharpener, 1670",,
9944,CA-2011-143371,40905,40905,40911,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Anaheim,California,92804,West,OFF-SU-10002537,Office Supplies,Supplies,51.15,5,0,13.299,Acme Box Cutter Scissors,,
4040,CA-2011-110786,40906,40906,40910,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,TEC-MA-10003183,Technology,Machines,767.952,6,0.2,287.982,DYMO CardScan Personal V9 Business Card Scanner,,
7694,CA-2011-102330,40906,40906,40911,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Brentwood,California,94513,West,TEC-PH-10001051,Technology,Phones,319.968,4,0.2,35.9964,HTC One,,
4043,CA-2011-110786,40906,40906,40910,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,OFF-LA-10001474,Office Supplies,Labels,274.77,9,0,126.3942,Avery 477,,
4042,CA-2011-110786,40906,40906,40910,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10001425,Technology,Phones,191.976,3,0.2,19.1976,Mophie Juice Pack Helium for iPhone,,
758,CA-2011-106803,40906,40906,40910,Standard Class,DC-13285,Debra Catini,Consumer,United States,Cottage Grove,Minnesota,55016,Central,TEC-AC-10001267,Technology,Accessories,119.8,4,0,47.92,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,,
7693,CA-2011-102330,40906,40906,40911,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Brentwood,California,94513,West,OFF-LA-10003923,Office Supplies,Labels,88.8,6,0,44.4,Alphabetical Labels for Top Tab Filing,,
4044,CA-2011-110786,40906,40906,40910,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000672,Furniture,Furnishings,70.56,6,0,23.9904,"Executive Impressions 10"" Spectator Wall Clock",,
9442,CA-2011-165477,40906,40906,40908,Second Class,RE-19405,Ricardo Emerson,Consumer,United States,Kent,Ohio,44240,East,OFF-AP-10003281,Office Supplies,Appliances,48.36,5,0.2,6.045,Acco 6 Outlet Guardian Standard Surge Suppressor,,
5678,CA-2011-126802,40906,40906,40913,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10000193,Furniture,Furnishings,38.976,3,0.6,-50.6688,Tenex Chairmats For Use with Hard Floors,,
4321,CA-2011-152345,40906,40906,40911,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,87105,West,OFF-ST-10003123,Office Supplies,Storage,33.29,1,0,7.9896,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,,
4038,CA-2011-110786,40906,40906,40910,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000550,Furniture,Furnishings,24.9,5,0,8.217,Stacking Trays by OIC,,
757,CA-2011-106803,40906,40906,40910,Standard Class,DC-13285,Debra Catini,Consumer,United States,Cottage Grove,Minnesota,55016,Central,OFF-ST-10002444,Office Supplies,Storage,24.56,2,0,6.8768,Recycled Eldon Regeneration Jumbo File,,
4320,CA-2011-152345,40906,40906,40911,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,87105,West,TEC-PH-10004897,Technology,Phones,23.976,3,0.2,-5.6943,Mediabridge Sport Armband iPhone 5s,,
4039,CA-2011-110786,40906,40906,40910,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10000528,Office Supplies,Paper,21.12,4,0,9.504,Xerox 1981,,
4041,CA-2011-110786,40906,40906,40910,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10003305,Office Supplies,Binders,14.352,3,0.2,4.6644,Avery Hanging File Binders,,
